Method:,Hadamard 1,,
Host Date-Time:,28/4/26 @ 17:47:28,,
Header Version:,1,,
System Temp (C):,30.93,,
Detector Temp (C):,30.59,,
Humidity (%):,39,,
Lamp PD:,3797,,
Shift Vector Coefficients:,-4.23807,0.038015,-8.48182e-05,,
Pixel to Wavelength Coefficients:,1814.7,-0.917204,-0.000244398,,
Serial Number:,6460024,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.451,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.552059,0.214735,23756.000000,14489.000000
905.500242,0.218970,26065.000000,15743.000000
909.444026,0.215473,28446.000000,17320.000000
913.383411,0.220494,31151.000000,18749.000000
917.318397,0.221585,34594.000000,20769.000000
921.248983,0.222702,38706.000000,23178.000000
925.175171,0.219929,43333.000000,26115.000000
929.096959,0.219696,48106.000000,29007.000000
933.014348,0.218743,52854.000000,31940.000000
936.927338,0.217245,57207.000000,34690.000000
942.137815,0.214916,62583.000000,38154.000000
946.040540,0.213079,66412.000000,40660.000000
949.938866,0.212789,70192.000000,43003.000000
953.832793,0.211929,73953.000000,45397.000000
957.722320,0.210923,77741.000000,47833.000000
961.607449,0.211414,81459.000000,50064.000000
965.488178,0.211803,84970.000000,52175.000000
969.364509,0.213441,88307.000000,54020.000000
973.236440,0.208987,91422.000000,56502.000000
977.103972,0.210974,94242.000000,57979.000000
980.967105,0.210131,96650.000000,59576.000000
984.825838,0.211663,98706.000000,60629.000000
988.680173,0.211216,100691.000000,61912.000000
992.530108,0.210964,102102.000000,62816.000000
997.656512,0.211009,103062.000000,63400.000000
1001.496183,0.210641,103488.000000,63716.000000
1005.331454,0.210191,103668.000000,63893.000000
1009.162327,0.209604,103604.000000,63940.000000
1012.988800,0.208520,103501.000000,64036.000000
1016.810874,0.208667,103473.000000,63997.000000
1020.628549,0.208176,103180.000000,63888.000000
1024.441824,0.208998,102848.000000,63562.000000
1028.250701,0.207595,102542.000000,63578.000000
1032.055178,0.207134,102330.000000,63514.000000
1035.855257,0.206607,102161.000000,63486.000000
1039.650936,0.206482,101990.000000,63398.000000
1043.442216,0.205797,101741.000000,63343.000000
1048.490413,0.206871,101666.000000,63140.000000
1052.271428,0.205478,101700.000000,63364.000000
1056.048044,0.205259,101777.000000,63444.000000
1059.820261,0.205112,101906.000000,63546.000000
1063.588079,0.205146,102259.000000,63761.000000
1067.351497,0.204809,102763.000000,64125.000000
1071.110517,0.203217,103190.000000,64628.000000
1074.865137,0.203906,103645.000000,64810.000000
1078.615358,0.203037,104247.000000,65317.000000
1082.361180,0.202714,104844.000000,65740.000000
1086.102603,0.203313,105404.000000,66000.000000
1089.839627,0.201291,105830.000000,66576.000000
1093.572251,0.202285,106541.000000,66870.000000
1097.300477,0.202222,106997.000000,67166.000000
1102.264601,0.202120,107655.000000,67595.000000
1105.982562,0.202886,108209.000000,67823.000000
1109.696123,0.203347,108541.000000,67959.000000
1113.405285,0.203437,108883.000000,68159.000000
1117.110049,0.202387,109111.000000,68467.000000
1120.810413,0.202198,109449.000000,68709.000000
1124.506378,0.202882,110148.000000,69039.000000
1128.197943,0.203044,110387.000000,69163.000000
1131.885110,0.203716,110542.000000,69153.000000
1135.567878,0.201970,110818.000000,69605.000000
1139.246246,0.202307,111041.000000,69691.000000
1142.920215,0.202888,111319.000000,69772.000000
1146.589785,0.202177,111575.000000,70047.000000
1150.254956,0.202015,112030.000000,70359.000000
1155.135007,0.202938,112594.000000,70563.000000
1158.789913,0.203022,113176.000000,70914.000000
1162.440420,0.202952,113756.000000,71289.000000
1166.086528,0.203898,114495.000000,71596.000000
1169.728237,0.203632,115248.000000,72111.000000
1173.365546,0.204135,116196.000000,72620.000000
1176.998457,0.204473,117260.000000,73228.000000
1180.626968,0.203546,118314.000000,74044.000000
1184.251080,0.203547,119420.000000,74736.000000
1187.870793,0.204624,120660.000000,75325.000000
1191.486107,0.205174,122104.000000,76130.000000
1195.097021,0.203917,123408.000000,77166.000000
1198.703537,0.204428,124879.000000,77994.000000
1203.505381,0.204398,127171.000000,79431.000000
1207.101631,0.203822,128929.000000,80636.000000
1210.693483,0.204035,130624.000000,81656.000000
1214.280935,0.205502,132432.000000,82507.000000
1217.863989,0.203797,134356.000000,84035.000000
1221.442643,0.203292,136434.000000,85434.000000
1225.016898,0.203456,138254.000000,86541.000000
1228.586754,0.203074,140110.000000,87780.000000
1232.152210,0.201957,142307.000000,89386.000000
1235.713268,0.201086,144480.000000,90933.000000
1239.269926,0.201415,146375.000000,92056.000000
1242.822185,0.200023,148395.000000,93626.000000
1246.370045,0.200167,150778.000000,95098.000000
1249.913506,0.200136,153060.000000,96544.000000
1254.631278,0.200475,155918.000000,98270.000000
1258.164474,0.201225,157931.000000,99367.000000
1261.693271,0.201817,160225.000000,100673.000000
1265.217669,0.201383,162531.000000,102224.000000
1268.737667,0.202321,164471.000000,103221.000000
1272.253267,0.201342,166342.000000,104631.000000
1275.764467,0.201760,168611.000000,105956.000000
1279.271269,0.201585,170630.000000,107268.000000
1282.773671,0.201385,172186.000000,108296.000000
1286.271674,0.201096,173503.000000,109197.000000
1289.765277,0.200601,175078.000000,110314.000000
1293.254482,0.201447,176321.000000,110881.000000
1296.739287,0.202209,177150.000000,111207.000000
1300.219694,0.202295,178114.000000,111790.000000
1304.853392,0.203441,179516.000000,112373.000000
1308.323534,0.203688,180112.000000,112682.000000
1311.789276,0.204050,180427.000000,112785.000000
1315.250620,0.203270,180849.000000,113252.000000
1318.707564,0.203673,181295.000000,113426.000000
1322.160109,0.204441,181387.000000,113283.000000
1325.608255,0.204810,181312.000000,113140.000000
