Method:,Hadamard 1,,
Host Date-Time:,29/4/26 @ 17:26:27,,
Header Version:,1,,
System Temp (C):,30.4,,
Detector Temp (C):,29.51,,
Humidity (%):,34.43,,
Lamp PD:,3795,,
Shift Vector Coefficients:,-4.23807,0.038015,-8.48182e-05,,
Pixel to Wavelength Coefficients:,1814.7,-0.917204,-0.000244398,,
Serial Number:,6460024,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.509,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.552059,0.104908,23756.000000,18658.000000
905.500242,0.110470,26065.000000,20211.000000
909.444026,0.109315,28446.000000,22116.000000
913.383411,0.115802,31151.000000,23860.000000
917.318397,0.120136,34594.000000,26234.000000
921.248983,0.120570,38706.000000,29323.000000
925.175171,0.119399,43333.000000,32917.000000
929.096959,0.121850,48106.000000,36337.000000
933.014348,0.121246,52854.000000,39979.000000
936.927338,0.121152,57207.000000,43281.000000
942.137815,0.119927,62583.000000,47482.000000
946.040540,0.120299,66412.000000,50344.000000
949.938866,0.118771,70192.000000,53397.000000
953.832793,0.119776,73953.000000,56128.000000
957.722320,0.118761,77741.000000,59141.000000
961.607449,0.119817,81459.000000,61819.000000
965.488178,0.120022,84970.000000,64453.000000
969.364509,0.121316,88307.000000,66785.000000
973.236440,0.118741,91422.000000,69552.000000
977.103972,0.119847,94242.000000,71515.000000
980.967105,0.118844,96650.000000,73512.000000
984.825838,0.121081,98706.000000,74690.000000
988.680173,0.120734,100691.000000,76253.000000
992.530108,0.119996,102102.000000,77453.000000
997.656512,0.121433,103062.000000,77923.000000
1001.496183,0.121334,103488.000000,78263.000000
1005.331454,0.121356,103668.000000,78395.000000
1009.162327,0.121066,103604.000000,78399.000000
1012.988800,0.120313,103501.000000,78457.000000
1016.810874,0.120361,103473.000000,78427.000000
1020.628549,0.120061,103180.000000,78259.000000
1024.441824,0.121138,102848.000000,77814.000000
1028.250701,0.120380,102542.000000,77718.000000
1032.055178,0.120483,102330.000000,77539.000000
