Method:,Hadamard 1,,
Host Date-Time:,29/4/26 @ 16:31:35,,
Header Version:,1,,
System Temp (C):,29.68,,
Detector Temp (C):,27.7,,
Humidity (%):,35.41,,
Lamp PD:,3797,,
Shift Vector Coefficients:,-4.23807,0.038015,-8.48182e-05,,
Pixel to Wavelength Coefficients:,1814.7,-0.917204,-0.000244398,,
Serial Number:,6460024,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  2.459,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.552059,0.200784,23756.000000,14962.000000
905.500242,0.203072,26065.000000,16330.000000
909.444026,0.203552,28446.000000,17802.000000
913.383411,0.206926,31151.000000,19344.000000
917.318397,0.211029,34594.000000,21280.000000
921.248983,0.213048,38706.000000,23699.000000
925.175171,0.212117,43333.000000,26589.000000
929.096959,0.214014,48106.000000,29389.000000
933.014348,0.214696,52854.000000,32239.000000
936.927338,0.214039,57207.000000,34947.000000
942.137815,0.214291,62583.000000,38209.000000
946.040540,0.215028,66412.000000,40478.000000
949.938866,0.214874,70192.000000,42797.000000
953.832793,0.215560,73953.000000,45019.000000
957.722320,0.215028,77741.000000,47383.000000
961.607449,0.216650,81459.000000,49464.000000
965.488178,0.216321,84970.000000,51635.000000
969.364509,0.217723,88307.000000,53490.000000
973.236440,0.213398,91422.000000,55931.000000
977.103972,0.215204,94242.000000,57417.000000
980.967105,0.213093,96650.000000,59171.000000
984.825838,0.215281,98706.000000,60126.000000
988.680173,0.214645,100691.000000,61425.000000
992.530108,0.213717,102102.000000,62419.000000
997.656512,0.215001,103062.000000,62820.000000
1001.496183,0.214723,103488.000000,63120.000000
1005.331454,0.214522,103668.000000,63259.000000
1009.162327,0.214103,103604.000000,63281.000000
1012.988800,0.213459,103501.000000,63312.000000
1016.810874,0.213794,103473.000000,63246.000000
1020.628549,0.213869,103180.000000,63056.000000
1024.441824,0.215358,102848.000000,62638.000000
1028.250701,0.214897,102542.000000,62518.000000
1032.055178,0.214331,102330.000000,62470.000000
1035.855257,0.213989,102161.000000,62416.000000
1039.650936,0.214104,101990.000000,62295.000000
1043.442216,0.214663,101741.000000,62063.000000
1048.490413,0.216391,101666.000000,61771.000000
1052.271428,0.215217,101700.000000,61959.000000
1056.048044,0.215370,101777.000000,61984.000000
1059.820261,0.215724,101906.000000,62012.000000
1063.588079,0.216302,102259.000000,62144.000000
1067.351497,0.216694,102763.000000,62394.000000
1071.110517,0.215429,103190.000000,62836.000000
1074.865137,0.217133,103645.000000,62866.000000
1078.615358,0.216392,104247.000000,63339.000000
1082.361180,0.216336,104844.000000,63710.000000
1086.102603,0.216602,105404.000000,64011.000000
1089.839627,0.215285,105830.000000,64465.000000
1093.572251,0.216921,106541.000000,64654.000000
1097.300477,0.217120,106997.000000,64901.000000
1102.264601,0.216955,107655.000000,65325.000000
1105.982562,0.218427,108209.000000,65439.000000
1109.696123,0.218571,108541.000000,65618.000000
1113.405285,0.220202,108883.000000,65578.000000
1117.110049,0.221163,109111.000000,65570.000000
1120.810413,0.221957,109449.000000,65653.000000
1124.506378,0.224193,110148.000000,65733.000000
1128.197943,0.224085,110387.000000,65892.000000
1131.885110,0.223622,110542.000000,66055.000000
1135.567878,0.220680,110818.000000,66670.000000
1139.246246,0.218166,111041.000000,67192.000000
1142.920215,0.216590,111319.000000,67605.000000
1146.589785,0.213757,111575.000000,68204.000000
1150.254956,0.212827,112030.000000,68629.000000
1155.135007,0.212521,112594.000000,69023.000000
