Method:,Hadamard 1,,
Host Date-Time:,28/4/26 @ 17:9:10,,
Header Version:,1,,
System Temp (C):,33.05,,
Detector Temp (C):,30.38,,
Humidity (%):,35,,
Lamp PD:,3787,,
Shift Vector Coefficients:,-4.23807,0.038015,-8.48182e-05,,
Pixel to Wavelength Coefficients:,1814.7,-0.917204,-0.000244398,,
Serial Number:,6460024,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time in sec:,  1.383,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.552059,1.084627,23756.000000,1955.000000
905.500242,1.101348,26065.000000,2064.000000
909.444026,1.089658,28446.000000,2314.000000
913.383411,1.098495,31151.000000,2483.000000
917.318397,1.102043,34594.000000,2735.000000
921.248983,1.108635,38706.000000,3014.000000
925.175171,1.109447,43333.000000,3368.000000
929.096959,1.112007,48106.000000,3717.000000
933.014348,1.109765,52854.000000,4105.000000
936.927338,1.113405,57207.000000,4406.000000
942.137815,1.107948,62583.000000,4881.000000
946.040540,1.108085,66412.000000,5178.000000
949.938866,1.109652,70192.000000,5453.000000
953.832793,1.108006,73953.000000,5767.000000
957.722320,1.108034,77741.000000,6062.000000
961.607449,1.109398,81459.000000,6332.000000
965.488178,1.107818,84970.000000,6629.000000
969.364509,1.108975,88307.000000,6871.000000
973.236440,1.105168,91422.000000,7176.000000
977.103972,1.108430,94242.000000,7342.000000
980.967105,1.106450,96650.000000,7564.000000
984.825838,1.109492,98706.000000,7671.000000
988.680173,1.109451,100691.000000,7826.000000
992.530108,1.108558,102102.000000,7952.000000
997.656512,1.110226,103062.000000,7996.000000
1001.496183,1.109688,103488.000000,8039.000000
1005.331454,1.110119,103668.000000,8045.000000
1009.162327,1.109958,103604.000000,8043.000000
1012.988800,1.110824,103501.000000,8019.000000
1016.810874,1.112498,103473.000000,7986.000000
1020.628549,1.110777,103180.000000,7995.000000
1024.441824,1.112321,102848.000000,7941.000000
1028.250701,1.112286,102542.000000,7918.000000
1032.055178,1.112266,102330.000000,7902.000000
1035.855257,1.113255,102161.000000,7871.000000
1039.650936,1.112528,101990.000000,7871.000000
1043.442216,1.111301,101741.000000,7874.000000
1048.490413,1.114747,101666.000000,7806.000000
1052.271428,1.112341,101700.000000,7852.000000
1056.048044,1.112448,101777.000000,7856.000000
1059.820261,1.112446,101906.000000,7866.000000
1063.588079,1.112404,102259.000000,7894.000000
1067.351497,1.114760,102763.000000,7890.000000
1071.110517,1.111200,103190.000000,7988.000000
1074.865137,1.111212,103645.000000,8023.000000
1078.615358,1.109525,104247.000000,8101.000000
1082.361180,1.110400,104844.000000,8131.000000
1086.102603,1.111806,105404.000000,8148.000000
1089.839627,1.108787,105830.000000,8238.000000
1093.572251,1.110852,106541.000000,8254.000000
1097.300477,1.110503,106997.000000,8296.000000
1102.264601,1.108169,107655.000000,8392.000000
1105.982562,1.109984,108209.000000,8400.000000
1109.696123,1.110179,108541.000000,8422.000000
1113.405285,1.110001,108883.000000,8452.000000
1117.110049,1.108756,109111.000000,8494.000000
1120.810413,1.108110,109449.000000,8533.000000
1124.506378,1.109046,110148.000000,8569.000000
1128.197943,1.109228,110387.000000,8584.000000
1131.885110,1.108726,110542.000000,8606.000000
1135.567878,1.107946,110818.000000,8643.000000
1139.246246,1.107414,111041.000000,8671.000000
1142.920215,1.105704,111319.000000,8727.000000
1146.589785,1.105410,111575.000000,8753.000000
1150.254956,1.105000,112030.000000,8797.000000
1155.135007,1.107428,112594.000000,8792.000000
1158.789913,1.106174,113176.000000,8863.000000
1162.440420,1.105658,113756.000000,8919.000000
1166.086528,1.106139,114495.000000,8967.000000
1169.728237,1.108938,115248.000000,8968.000000
1173.365546,1.107010,116196.000000,9082.000000
1176.998457,1.109727,117260.000000,9108.000000
1180.626968,1.108399,118314.000000,9218.000000
1184.251080,1.108688,119420.000000,9298.000000
1187.870793,1.110798,120660.000000,9349.000000
1191.486107,1.109967,122104.000000,9479.000000
1195.097021,1.109344,123408.000000,9594.000000
1198.703537,1.109673,124879.000000,9701.000000
1203.505381,1.111172,127171.000000,9845.000000
1207.101631,1.110655,128929.000000,9993.000000
1210.693483,1.110800,130624.000000,10121.000000
1214.280935,1.112925,132432.000000,10211.000000
1217.863989,1.110848,134356.000000,10409.000000
1221.442643,1.110601,136434.000000,10576.000000
1225.016898,1.111253,138254.000000,10701.000000
1228.586754,1.112724,140110.000000,10808.000000
1232.152210,1.113336,142307.000000,10962.000000
1235.713268,1.112182,144480.000000,11159.000000
1239.269926,1.113119,146375.000000,11281.000000
1242.822185,1.112273,148395.000000,11459.000000
1246.370045,1.112908,150778.000000,11626.000000
1249.913506,1.113458,153060.000000,11787.000000
1254.631278,1.113064,155918.000000,12018.000000
1258.164474,1.115359,157931.000000,12109.000000
1261.693271,1.115780,160225.000000,12273.000000
1265.217669,1.115767,162531.000000,12450.000000
1268.737667,1.116996,164471.000000,12563.000000
1272.253267,1.115696,166342.000000,12744.000000
1275.764467,1.117679,168611.000000,12859.000000
1279.271269,1.117645,170630.000000,13014.000000
1282.773671,1.116973,172186.000000,13153.000000
1286.271674,1.115913,173503.000000,13286.000000
1289.765277,1.115738,175078.000000,13412.000000
1293.254482,1.115970,176321.000000,13500.000000
1296.739287,1.118040,177150.000000,13499.000000
1300.219694,1.118022,178114.000000,13573.000000
1304.853392,1.119034,179516.000000,13648.000000
1308.323534,1.119330,180112.000000,13684.000000
1311.789276,1.119486,180427.000000,13703.000000
1315.250620,1.119171,180849.000000,13745.000000
1318.707564,1.120146,181295.000000,13748.000000
1322.160109,1.120841,181387.000000,13733.000000
1325.608255,1.120408,181312.000000,13741.000000
